pai_date,pai_datetime_beginning_utc,pai_datetime_beginning_ept,pai_datetime_ending_utc,pai_datetime_ending_ept,pai_area,final_bal_ratio
12/24/2022 12:00:00 AM,12/24/2022 3:20:00 PM,12/24/2022 10:20:00 AM,12/24/2022 3:25:00 PM,12/24/2022 10:25:00 AM,RTO,82.66
12/24/2022 12:00:00 AM,12/24/2022 3:25:00 PM,12/24/2022 10:25:00 AM,12/24/2022 3:30:00 PM,12/24/2022 10:30:00 AM,RTO,82.63
12/24/2022 12:00:00 AM,12/24/2022 3:30:00 PM,12/24/2022 10:30:00 AM,12/24/2022 3:35:00 PM,12/24/2022 10:35:00 AM,RTO,82.17
12/24/2022 12:00:00 AM,12/24/2022 3:35:00 PM,12/24/2022 10:35:00 AM,12/24/2022 3:40:00 PM,12/24/2022 10:40:00 AM,RTO,81.92
12/24/2022 12:00:00 AM,12/24/2022 3:40:00 PM,12/24/2022 10:40:00 AM,12/24/2022 3:45:00 PM,12/24/2022 10:45:00 AM,RTO,81.98
12/24/2022 12:00:00 AM,12/24/2022 3:45:00 PM,12/24/2022 10:45:00 AM,12/24/2022 3:50:00 PM,12/24/2022 10:50:00 AM,RTO,82.02
12/24/2022 12:00:00 AM,12/24/2022 3:50:00 PM,12/24/2022 10:50:00 AM,12/24/2022 3:55:00 PM,12/24/2022 10:55:00 AM,RTO,82.35
12/24/2022 12:00:00 AM,12/24/2022 3:55:00 PM,12/24/2022 10:55:00 AM,12/24/2022 4:00:00 PM,12/24/2022 11:00:00 AM,RTO,82.18
12/24/2022 12:00:00 AM,12/24/2022 4:00:00 PM,12/24/2022 11:00:00 AM,12/24/2022 4:05:00 PM,12/24/2022 11:05:00 AM,RTO,81.98
12/24/2022 12:00:00 AM,12/24/2022 4:05:00 PM,12/24/2022 11:05:00 AM,12/24/2022 4:10:00 PM,12/24/2022 11:10:00 AM,RTO,82.16
12/24/2022 12:00:00 AM,12/24/2022 4:10:00 PM,12/24/2022 11:10:00 AM,12/24/2022 4:15:00 PM,12/24/2022 11:15:00 AM,RTO,82.19
12/24/2022 12:00:00 AM,12/24/2022 4:15:00 PM,12/24/2022 11:15:00 AM,12/24/2022 4:20:00 PM,12/24/2022 11:20:00 AM,RTO,81.89
12/24/2022 12:00:00 AM,12/24/2022 4:20:00 PM,12/24/2022 11:20:00 AM,12/24/2022 4:25:00 PM,12/24/2022 11:25:00 AM,RTO,82.13
12/24/2022 12:00:00 AM,12/24/2022 4:25:00 PM,12/24/2022 11:25:00 AM,12/24/2022 4:30:00 PM,12/24/2022 11:30:00 AM,RTO,82.21
12/24/2022 12:00:00 AM,12/24/2022 4:30:00 PM,12/24/2022 11:30:00 AM,12/24/2022 4:35:00 PM,12/24/2022 11:35:00 AM,RTO,82.35
12/24/2022 12:00:00 AM,12/24/2022 4:35:00 PM,12/24/2022 11:35:00 AM,12/24/2022 4:40:00 PM,12/24/2022 11:40:00 AM,RTO,81.79
12/24/2022 12:00:00 AM,12/24/2022 4:40:00 PM,12/24/2022 11:40:00 AM,12/24/2022 4:45:00 PM,12/24/2022 11:45:00 AM,RTO,81.89
12/24/2022 12:00:00 AM,12/24/2022 4:45:00 PM,12/24/2022 11:45:00 AM,12/24/2022 4:50:00 PM,12/24/2022 11:50:00 AM,RTO,81.61
12/24/2022 12:00:00 AM,12/24/2022 4:50:00 PM,12/24/2022 11:50:00 AM,12/24/2022 4:55:00 PM,12/24/2022 11:55:00 AM,RTO,81.75
12/24/2022 12:00:00 AM,12/24/2022 4:55:00 PM,12/24/2022 11:55:00 AM,12/24/2022 5:00:00 PM,12/24/2022 12:00:00 PM,RTO,81.90
12/24/2022 12:00:00 AM,12/24/2022 5:00:00 PM,12/24/2022 12:00:00 PM,12/24/2022 5:05:00 PM,12/24/2022 12:05:00 PM,RTO,82.53
12/24/2022 12:00:00 AM,12/24/2022 5:05:00 PM,12/24/2022 12:05:00 PM,12/24/2022 5:10:00 PM,12/24/2022 12:10:00 PM,RTO,82.27
12/24/2022 12:00:00 AM,12/24/2022 5:10:00 PM,12/24/2022 12:10:00 PM,12/24/2022 5:15:00 PM,12/24/2022 12:15:00 PM,RTO,82.01
12/24/2022 12:00:00 AM,12/24/2022 5:15:00 PM,12/24/2022 12:15:00 PM,12/24/2022 5:20:00 PM,12/24/2022 12:20:00 PM,RTO,82.09
12/24/2022 12:00:00 AM,12/24/2022 5:20:00 PM,12/24/2022 12:20:00 PM,12/24/2022 5:25:00 PM,12/24/2022 12:25:00 PM,RTO,81.49
12/24/2022 12:00:00 AM,12/24/2022 5:25:00 PM,12/24/2022 12:25:00 PM,12/24/2022 5:30:00 PM,12/24/2022 12:30:00 PM,RTO,81.96
12/24/2022 12:00:00 AM,12/24/2022 5:30:00 PM,12/24/2022 12:30:00 PM,12/24/2022 5:35:00 PM,12/24/2022 12:35:00 PM,RTO,81.94
12/24/2022 12:00:00 AM,12/24/2022 5:35:00 PM,12/24/2022 12:35:00 PM,12/24/2022 5:40:00 PM,12/24/2022 12:40:00 PM,RTO,81.65
12/24/2022 12:00:00 AM,12/24/2022 5:40:00 PM,12/24/2022 12:40:00 PM,12/24/2022 5:45:00 PM,12/24/2022 12:45:00 PM,RTO,81.34
12/24/2022 12:00:00 AM,12/24/2022 5:45:00 PM,12/24/2022 12:45:00 PM,12/24/2022 5:50:00 PM,12/24/2022 12:50:00 PM,RTO,81.42
12/24/2022 12:00:00 AM,12/24/2022 5:50:00 PM,12/24/2022 12:50:00 PM,12/24/2022 5:55:00 PM,12/24/2022 12:55:00 PM,RTO,81.26
12/24/2022 12:00:00 AM,12/24/2022 5:55:00 PM,12/24/2022 12:55:00 PM,12/24/2022 6:00:00 PM,12/24/2022 1:00:00 PM,RTO,81.25
12/24/2022 12:00:00 AM,12/24/2022 6:00:00 PM,12/24/2022 1:00:00 PM,12/24/2022 6:05:00 PM,12/24/2022 1:05:00 PM,RTO,81.03
12/24/2022 12:00:00 AM,12/24/2022 6:05:00 PM,12/24/2022 1:05:00 PM,12/24/2022 6:10:00 PM,12/24/2022 1:10:00 PM,RTO,82.04
12/24/2022 12:00:00 AM,12/24/2022 6:10:00 PM,12/24/2022 1:10:00 PM,12/24/2022 6:15:00 PM,12/24/2022 1:15:00 PM,RTO,81.20
12/24/2022 12:00:00 AM,12/24/2022 6:15:00 PM,12/24/2022 1:15:00 PM,12/24/2022 6:20:00 PM,12/24/2022 1:20:00 PM,RTO,81.31
12/24/2022 12:00:00 AM,12/24/2022 6:20:00 PM,12/24/2022 1:20:00 PM,12/24/2022 6:25:00 PM,12/24/2022 1:25:00 PM,RTO,80.99
12/24/2022 12:00:00 AM,12/24/2022 6:25:00 PM,12/24/2022 1:25:00 PM,12/24/2022 6:30:00 PM,12/24/2022 1:30:00 PM,RTO,80.45
12/24/2022 12:00:00 AM,12/24/2022 6:30:00 PM,12/24/2022 1:30:00 PM,12/24/2022 6:35:00 PM,12/24/2022 1:35:00 PM,RTO,81.22
12/24/2022 12:00:00 AM,12/24/2022 6:35:00 PM,12/24/2022 1:35:00 PM,12/24/2022 6:40:00 PM,12/24/2022 1:40:00 PM,RTO,80.91
12/24/2022 12:00:00 AM,12/24/2022 6:40:00 PM,12/24/2022 1:40:00 PM,12/24/2022 6:45:00 PM,12/24/2022 1:45:00 PM,RTO,79.83
12/24/2022 12:00:00 AM,12/24/2022 6:45:00 PM,12/24/2022 1:45:00 PM,12/24/2022 6:50:00 PM,12/24/2022 1:50:00 PM,RTO,80.07
12/24/2022 12:00:00 AM,12/24/2022 6:50:00 PM,12/24/2022 1:50:00 PM,12/24/2022 6:55:00 PM,12/24/2022 1:55:00 PM,RTO,80.03
12/24/2022 12:00:00 AM,12/24/2022 6:55:00 PM,12/24/2022 1:55:00 PM,12/24/2022 7:00:00 PM,12/24/2022 2:00:00 PM,RTO,79.85
12/24/2022 12:00:00 AM,12/24/2022 7:00:00 PM,12/24/2022 2:00:00 PM,12/24/2022 7:05:00 PM,12/24/2022 2:05:00 PM,RTO,79.38
12/24/2022 12:00:00 AM,12/24/2022 7:05:00 PM,12/24/2022 2:05:00 PM,12/24/2022 7:10:00 PM,12/24/2022 2:10:00 PM,RTO,79.26
12/24/2022 12:00:00 AM,12/24/2022 7:10:00 PM,12/24/2022 2:10:00 PM,12/24/2022 7:15:00 PM,12/24/2022 2:15:00 PM,RTO,79.26
12/24/2022 12:00:00 AM,12/24/2022 7:15:00 PM,12/24/2022 2:15:00 PM,12/24/2022 7:20:00 PM,12/24/2022 2:20:00 PM,RTO,79.08
12/24/2022 12:00:00 AM,12/24/2022 7:20:00 PM,12/24/2022 2:20:00 PM,12/24/2022 7:25:00 PM,12/24/2022 2:25:00 PM,RTO,79.26
12/24/2022 12:00:00 AM,12/24/2022 7:25:00 PM,12/24/2022 2:25:00 PM,12/24/2022 7:30:00 PM,12/24/2022 2:30:00 PM,RTO,79.73
12/24/2022 12:00:00 AM,12/24/2022 7:30:00 PM,12/24/2022 2:30:00 PM,12/24/2022 7:35:00 PM,12/24/2022 2:35:00 PM,RTO,79.68
12/24/2022 12:00:00 AM,12/24/2022 7:35:00 PM,12/24/2022 2:35:00 PM,12/24/2022 7:40:00 PM,12/24/2022 2:40:00 PM,RTO,79.51
12/24/2022 12:00:00 AM,12/24/2022 7:40:00 PM,12/24/2022 2:40:00 PM,12/24/2022 7:45:00 PM,12/24/2022 2:45:00 PM,RTO,79.25
12/24/2022 12:00:00 AM,12/24/2022 7:45:00 PM,12/24/2022 2:45:00 PM,12/24/2022 7:50:00 PM,12/24/2022 2:50:00 PM,RTO,79.19
12/24/2022 12:00:00 AM,12/24/2022 7:50:00 PM,12/24/2022 2:50:00 PM,12/24/2022 7:55:00 PM,12/24/2022 2:55:00 PM,RTO,79.25
12/24/2022 12:00:00 AM,12/24/2022 7:55:00 PM,12/24/2022 2:55:00 PM,12/24/2022 8:00:00 PM,12/24/2022 3:00:00 PM,RTO,79.37
12/24/2022 12:00:00 AM,12/24/2022 8:00:00 PM,12/24/2022 3:00:00 PM,12/24/2022 8:05:00 PM,12/24/2022 3:05:00 PM,RTO,79.65
12/24/2022 12:00:00 AM,12/24/2022 8:05:00 PM,12/24/2022 3:05:00 PM,12/24/2022 8:10:00 PM,12/24/2022 3:10:00 PM,RTO,79.96
12/24/2022 12:00:00 AM,12/24/2022 8:10:00 PM,12/24/2022 3:10:00 PM,12/24/2022 8:15:00 PM,12/24/2022 3:15:00 PM,RTO,79.80
12/24/2022 12:00:00 AM,12/24/2022 8:15:00 PM,12/24/2022 3:15:00 PM,12/24/2022 8:20:00 PM,12/24/2022 3:20:00 PM,RTO,79.74
12/24/2022 12:00:00 AM,12/24/2022 8:20:00 PM,12/24/2022 3:20:00 PM,12/24/2022 8:25:00 PM,12/24/2022 3:25:00 PM,RTO,79.70
12/24/2022 12:00:00 AM,12/24/2022 8:25:00 PM,12/24/2022 3:25:00 PM,12/24/2022 8:30:00 PM,12/24/2022 3:30:00 PM,RTO,79.64
12/24/2022 12:00:00 AM,12/24/2022 8:30:00 PM,12/24/2022 3:30:00 PM,12/24/2022 8:35:00 PM,12/24/2022 3:35:00 PM,RTO,80.11
12/24/2022 12:00:00 AM,12/24/2022 8:35:00 PM,12/24/2022 3:35:00 PM,12/24/2022 8:40:00 PM,12/24/2022 3:40:00 PM,RTO,80.36
12/24/2022 12:00:00 AM,12/24/2022 8:40:00 PM,12/24/2022 3:40:00 PM,12/24/2022 8:45:00 PM,12/24/2022 3:45:00 PM,RTO,80.27
12/24/2022 12:00:00 AM,12/24/2022 8:45:00 PM,12/24/2022 3:45:00 PM,12/24/2022 8:50:00 PM,12/24/2022 3:50:00 PM,RTO,80.09
12/24/2022 12:00:00 AM,12/24/2022 8:50:00 PM,12/24/2022 3:50:00 PM,12/24/2022 8:55:00 PM,12/24/2022 3:55:00 PM,RTO,79.87
12/24/2022 12:00:00 AM,12/24/2022 8:55:00 PM,12/24/2022 3:55:00 PM,12/24/2022 9:00:00 PM,12/24/2022 4:00:00 PM,RTO,80.05
12/24/2022 12:00:00 AM,12/24/2022 9:00:00 PM,12/24/2022 4:00:00 PM,12/24/2022 9:05:00 PM,12/24/2022 4:05:00 PM,RTO,81.15
12/24/2022 12:00:00 AM,12/24/2022 9:05:00 PM,12/24/2022 4:05:00 PM,12/24/2022 9:10:00 PM,12/24/2022 4:10:00 PM,RTO,81.17
12/24/2022 12:00:00 AM,12/24/2022 9:10:00 PM,12/24/2022 4:10:00 PM,12/24/2022 9:15:00 PM,12/24/2022 4:15:00 PM,RTO,81.37
12/24/2022 12:00:00 AM,12/24/2022 9:15:00 PM,12/24/2022 4:15:00 PM,12/24/2022 9:20:00 PM,12/24/2022 4:20:00 PM,RTO,80.97
12/24/2022 12:00:00 AM,12/24/2022 9:20:00 PM,12/24/2022 4:20:00 PM,12/24/2022 9:25:00 PM,12/24/2022 4:25:00 PM,RTO,80.58
12/24/2022 12:00:00 AM,12/24/2022 9:25:00 PM,12/24/2022 4:25:00 PM,12/24/2022 9:30:00 PM,12/24/2022 4:30:00 PM,RTO,80.63
12/24/2022 12:00:00 AM,12/24/2022 9:30:00 PM,12/24/2022 4:30:00 PM,12/24/2022 9:35:00 PM,12/24/2022 4:35:00 PM,RTO,81.95
12/24/2022 12:00:00 AM,12/24/2022 9:35:00 PM,12/24/2022 4:35:00 PM,12/24/2022 9:40:00 PM,12/24/2022 4:40:00 PM,RTO,82.03
12/24/2022 12:00:00 AM,12/24/2022 9:40:00 PM,12/24/2022 4:40:00 PM,12/24/2022 9:45:00 PM,12/24/2022 4:45:00 PM,RTO,82.30
12/24/2022 12:00:00 AM,12/24/2022 9:45:00 PM,12/24/2022 4:45:00 PM,12/24/2022 9:50:00 PM,12/24/2022 4:50:00 PM,RTO,82.14
12/24/2022 12:00:00 AM,12/24/2022 9:50:00 PM,12/24/2022 4:50:00 PM,12/24/2022 9:55:00 PM,12/24/2022 4:55:00 PM,RTO,82.40
12/24/2022 12:00:00 AM,12/24/2022 9:55:00 PM,12/24/2022 4:55:00 PM,12/24/2022 10:00:00 PM,12/24/2022 5:00:00 PM,RTO,82.28
12/24/2022 12:00:00 AM,12/24/2022 10:00:00 PM,12/24/2022 5:00:00 PM,12/24/2022 10:05:00 PM,12/24/2022 5:05:00 PM,RTO,82.40
12/24/2022 12:00:00 AM,12/24/2022 10:05:00 PM,12/24/2022 5:05:00 PM,12/24/2022 10:10:00 PM,12/24/2022 5:10:00 PM,RTO,81.59
12/24/2022 12:00:00 AM,12/24/2022 10:10:00 PM,12/24/2022 5:10:00 PM,12/24/2022 10:15:00 PM,12/24/2022 5:15:00 PM,RTO,81.55
12/24/2022 12:00:00 AM,12/24/2022 10:15:00 PM,12/24/2022 5:15:00 PM,12/24/2022 10:20:00 PM,12/24/2022 5:20:00 PM,RTO,82.04
12/24/2022 12:00:00 AM,12/24/2022 10:20:00 PM,12/24/2022 5:20:00 PM,12/24/2022 10:25:00 PM,12/24/2022 5:25:00 PM,RTO,82.36
12/24/2022 12:00:00 AM,12/24/2022 10:25:00 PM,12/24/2022 5:25:00 PM,12/24/2022 10:30:00 PM,12/24/2022 5:30:00 PM,RTO,82.76
12/24/2022 12:00:00 AM,12/24/2022 10:30:00 PM,12/24/2022 5:30:00 PM,12/24/2022 10:35:00 PM,12/24/2022 5:35:00 PM,RTO,82.20
12/24/2022 12:00:00 AM,12/24/2022 10:35:00 PM,12/24/2022 5:35:00 PM,12/24/2022 10:40:00 PM,12/24/2022 5:40:00 PM,RTO,82.47
12/24/2022 12:00:00 AM,12/24/2022 10:40:00 PM,12/24/2022 5:40:00 PM,12/24/2022 10:45:00 PM,12/24/2022 5:45:00 PM,RTO,82.65
12/24/2022 12:00:00 AM,12/24/2022 10:45:00 PM,12/24/2022 5:45:00 PM,12/24/2022 10:50:00 PM,12/24/2022 5:50:00 PM,RTO,82.54
12/24/2022 12:00:00 AM,12/24/2022 10:50:00 PM,12/24/2022 5:50:00 PM,12/24/2022 10:55:00 PM,12/24/2022 5:55:00 PM,RTO,82.50
12/24/2022 12:00:00 AM,12/24/2022 10:55:00 PM,12/24/2022 5:55:00 PM,12/24/2022 11:00:00 PM,12/24/2022 6:00:00 PM,RTO,82.56
12/24/2022 12:00:00 AM,12/24/2022 11:00:00 PM,12/24/2022 6:00:00 PM,12/24/2022 11:05:00 PM,12/24/2022 6:05:00 PM,RTO,82.64
12/24/2022 12:00:00 AM,12/24/2022 11:05:00 PM,12/24/2022 6:05:00 PM,12/24/2022 11:10:00 PM,12/24/2022 6:10:00 PM,RTO,82.66
12/24/2022 12:00:00 AM,12/24/2022 11:10:00 PM,12/24/2022 6:10:00 PM,12/24/2022 11:15:00 PM,12/24/2022 6:15:00 PM,RTO,82.60
12/24/2022 12:00:00 AM,12/24/2022 11:15:00 PM,12/24/2022 6:15:00 PM,12/24/2022 11:20:00 PM,12/24/2022 6:20:00 PM,RTO,82.24
12/24/2022 12:00:00 AM,12/24/2022 11:20:00 PM,12/24/2022 6:20:00 PM,12/24/2022 11:25:00 PM,12/24/2022 6:25:00 PM,RTO,81.98
12/24/2022 12:00:00 AM,12/24/2022 11:25:00 PM,12/24/2022 6:25:00 PM,12/24/2022 11:30:00 PM,12/24/2022 6:30:00 PM,RTO,81.91
12/24/2022 12:00:00 AM,12/24/2022 11:30:00 PM,12/24/2022 6:30:00 PM,12/24/2022 11:35:00 PM,12/24/2022 6:35:00 PM,RTO,81.87
12/24/2022 12:00:00 AM,12/24/2022 11:35:00 PM,12/24/2022 6:35:00 PM,12/24/2022 11:40:00 PM,12/24/2022 6:40:00 PM,RTO,81.81
12/24/2022 12:00:00 AM,12/24/2022 11:40:00 PM,12/24/2022 6:40:00 PM,12/24/2022 11:45:00 PM,12/24/2022 6:45:00 PM,RTO,81.93
12/24/2022 12:00:00 AM,12/24/2022 11:45:00 PM,12/24/2022 6:45:00 PM,12/24/2022 11:50:00 PM,12/24/2022 6:50:00 PM,RTO,81.52
12/24/2022 12:00:00 AM,12/24/2022 11:50:00 PM,12/24/2022 6:50:00 PM,12/24/2022 11:55:00 PM,12/24/2022 6:55:00 PM,RTO,81.64
12/24/2022 12:00:00 AM,12/24/2022 11:55:00 PM,12/24/2022 6:55:00 PM,12/25/2022 12:00:00 AM,12/24/2022 7:00:00 PM,RTO,81.70
12/24/2022 12:00:00 AM,12/25/2022 12:00:00 AM,12/24/2022 7:00:00 PM,12/25/2022 12:05:00 AM,12/24/2022 7:05:00 PM,RTO,81.77
12/24/2022 12:00:00 AM,12/25/2022 12:05:00 AM,12/24/2022 7:05:00 PM,12/25/2022 12:10:00 AM,12/24/2022 7:10:00 PM,RTO,81.62
12/24/2022 12:00:00 AM,12/25/2022 12:10:00 AM,12/24/2022 7:10:00 PM,12/25/2022 12:15:00 AM,12/24/2022 7:15:00 PM,RTO,82.09
12/24/2022 12:00:00 AM,12/25/2022 12:15:00 AM,12/24/2022 7:15:00 PM,12/25/2022 12:20:00 AM,12/24/2022 7:20:00 PM,RTO,82.00
12/24/2022 12:00:00 AM,12/25/2022 12:20:00 AM,12/24/2022 7:20:00 PM,12/25/2022 12:25:00 AM,12/24/2022 7:25:00 PM,RTO,81.99
12/24/2022 12:00:00 AM,12/25/2022 12:25:00 AM,12/24/2022 7:25:00 PM,12/25/2022 12:30:00 AM,12/24/2022 7:30:00 PM,RTO,81.94
12/24/2022 12:00:00 AM,12/25/2022 12:30:00 AM,12/24/2022 7:30:00 PM,12/25/2022 12:35:00 AM,12/24/2022 7:35:00 PM,RTO,81.08
12/24/2022 12:00:00 AM,12/25/2022 12:35:00 AM,12/24/2022 7:35:00 PM,12/25/2022 12:40:00 AM,12/24/2022 7:40:00 PM,RTO,81.15
12/24/2022 12:00:00 AM,12/25/2022 12:40:00 AM,12/24/2022 7:40:00 PM,12/25/2022 12:45:00 AM,12/24/2022 7:45:00 PM,RTO,80.82
12/24/2022 12:00:00 AM,12/25/2022 12:45:00 AM,12/24/2022 7:45:00 PM,12/25/2022 12:50:00 AM,12/24/2022 7:50:00 PM,RTO,80.01
12/24/2022 12:00:00 AM,12/25/2022 12:50:00 AM,12/24/2022 7:50:00 PM,12/25/2022 12:55:00 AM,12/24/2022 7:55:00 PM,RTO,79.98
12/24/2022 12:00:00 AM,12/25/2022 12:55:00 AM,12/24/2022 7:55:00 PM,12/25/2022 1:00:00 AM,12/24/2022 8:00:00 PM,RTO,79.94
12/24/2022 12:00:00 AM,12/25/2022 1:00:00 AM,12/24/2022 8:00:00 PM,12/25/2022 1:05:00 AM,12/24/2022 8:05:00 PM,RTO,79.87
12/24/2022 12:00:00 AM,12/25/2022 1:05:00 AM,12/24/2022 8:05:00 PM,12/25/2022 1:10:00 AM,12/24/2022 8:10:00 PM,RTO,80.55
12/24/2022 12:00:00 AM,12/25/2022 1:10:00 AM,12/24/2022 8:10:00 PM,12/25/2022 1:15:00 AM,12/24/2022 8:15:00 PM,RTO,80.25
12/24/2022 12:00:00 AM,12/25/2022 1:15:00 AM,12/24/2022 8:15:00 PM,12/25/2022 1:20:00 AM,12/24/2022 8:20:00 PM,RTO,80.37
12/24/2022 12:00:00 AM,12/25/2022 1:20:00 AM,12/24/2022 8:20:00 PM,12/25/2022 1:25:00 AM,12/24/2022 8:25:00 PM,RTO,80.12
12/24/2022 12:00:00 AM,12/25/2022 1:25:00 AM,12/24/2022 8:25:00 PM,12/25/2022 1:30:00 AM,12/24/2022 8:30:00 PM,RTO,80.00
12/24/2022 12:00:00 AM,12/25/2022 1:30:00 AM,12/24/2022 8:30:00 PM,12/25/2022 1:35:00 AM,12/24/2022 8:35:00 PM,RTO,78.83
12/24/2022 12:00:00 AM,12/25/2022 1:35:00 AM,12/24/2022 8:35:00 PM,12/25/2022 1:40:00 AM,12/24/2022 8:40:00 PM,RTO,78.89
12/24/2022 12:00:00 AM,12/25/2022 1:40:00 AM,12/24/2022 8:40:00 PM,12/25/2022 1:45:00 AM,12/24/2022 8:45:00 PM,RTO,78.99
12/24/2022 12:00:00 AM,12/25/2022 1:45:00 AM,12/24/2022 8:45:00 PM,12/25/2022 1:50:00 AM,12/24/2022 8:50:00 PM,RTO,79.05
12/24/2022 12:00:00 AM,12/25/2022 1:50:00 AM,12/24/2022 8:50:00 PM,12/25/2022 1:55:00 AM,12/24/2022 8:55:00 PM,RTO,78.96
12/24/2022 12:00:00 AM,12/25/2022 1:55:00 AM,12/24/2022 8:55:00 PM,12/25/2022 2:00:00 AM,12/24/2022 9:00:00 PM,RTO,79.39
12/24/2022 12:00:00 AM,12/25/2022 2:00:00 AM,12/24/2022 9:00:00 PM,12/25/2022 2:05:00 AM,12/24/2022 9:05:00 PM,RTO,79.49
12/24/2022 12:00:00 AM,12/25/2022 2:05:00 AM,12/24/2022 9:05:00 PM,12/25/2022 2:10:00 AM,12/24/2022 9:10:00 PM,RTO,79.16
12/24/2022 12:00:00 AM,12/25/2022 2:10:00 AM,12/24/2022 9:10:00 PM,12/25/2022 2:15:00 AM,12/24/2022 9:15:00 PM,RTO,79.16
12/24/2022 12:00:00 AM,12/25/2022 2:15:00 AM,12/24/2022 9:15:00 PM,12/25/2022 2:20:00 AM,12/24/2022 9:20:00 PM,RTO,79.22
12/24/2022 12:00:00 AM,12/25/2022 2:20:00 AM,12/24/2022 9:20:00 PM,12/25/2022 2:25:00 AM,12/24/2022 9:25:00 PM,RTO,79.21
12/24/2022 12:00:00 AM,12/25/2022 2:25:00 AM,12/24/2022 9:25:00 PM,12/25/2022 2:30:00 AM,12/24/2022 9:30:00 PM,RTO,79.12
12/24/2022 12:00:00 AM,12/25/2022 2:30:00 AM,12/24/2022 9:30:00 PM,12/25/2022 2:35:00 AM,12/24/2022 9:35:00 PM,RTO,79.15
12/24/2022 12:00:00 AM,12/25/2022 2:35:00 AM,12/24/2022 9:35:00 PM,12/25/2022 2:40:00 AM,12/24/2022 9:40:00 PM,RTO,79.43
12/24/2022 12:00:00 AM,12/25/2022 2:40:00 AM,12/24/2022 9:40:00 PM,12/25/2022 2:45:00 AM,12/24/2022 9:45:00 PM,RTO,79.26
12/24/2022 12:00:00 AM,12/25/2022 2:45:00 AM,12/24/2022 9:45:00 PM,12/25/2022 2:50:00 AM,12/24/2022 9:50:00 PM,RTO,78.97
12/24/2022 12:00:00 AM,12/25/2022 2:50:00 AM,12/24/2022 9:50:00 PM,12/25/2022 2:55:00 AM,12/24/2022 9:55:00 PM,RTO,79.12
12/24/2022 12:00:00 AM,12/25/2022 2:55:00 AM,12/24/2022 9:55:00 PM,12/25/2022 3:00:00 AM,12/24/2022 10:00:00 PM,RTO,78.38
